"","Var1","Var2","id_1","id_2","name_1","name_2","Species_1","Species_2","dyad_id","overlap","year","Month","YearMon","season","label","monthly_spi","threemonth_spi","sixmonth_spi","prevyear_spi","twoyearlag_spi","prcp_monthly","prcp_threemonth","prcp_sixmonth","prcp_twoyear","prcp_annual","dyad_species","Month_categorical","Year_categorical","average_rainfall","overlap_binary","threeseason","fourseason","Month_factor"
"305","SaF08_2","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2014,7,"2014-07","Dry","2014 Dry 1",0,0.7,0.55,0.88,0.88,0,0,246.25,1058.9,708.45,"Dog-Lion","Jul","2014",0,0,"Cold Dry","Cold Dry","7"
"306","SaF08_2","Tangiers","SaF08","Tangiers","Lion 13","Dog 26","Lion","Dog","SaF08-Tangiers",0,2014,7,"2014-07","Dry","2014 Dry 1",0,0.7,0.55,0.88,0.88,0,0,246.25,1058.9,708.45,"Dog-Lion","Jul","2014",0,0,"Cold Dry","Cold Dry","7"
"307","Adiga2","SaF03_3","Adiga","SaF03","Dog 2","Lion 10","Dog","Lion","Adiga-SaF03",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"308","Adiga2","Envy1","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.0488661597913744,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,1,"Hot Dry","Hot Dry","9"
"309","Adiga2","Stumpy","Adiga","Stumpy","Dog 2","Lion 14","Dog","Lion","Adiga-Stumpy",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"310","Adiga2","SaF08_2","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0.0178381130067962,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,1,"Hot Dry","Hot Dry","9"
"311","Aztec","Envy1","Aztec","Envy","Dog 5","Lion 5","Dog","Lion","Aztec-Envy",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"312","Aztec","SaF03_3","Aztec","SaF03","Dog 5","Lion 10","Dog","Lion","Aztec-SaF03",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"313","Aztec","SaF08_2","Aztec","SaF08","Dog 5","Lion 13","Dog","Lion","Aztec-SaF08",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"314","Aztec","Stumpy","Aztec","Stumpy","Dog 5","Lion 14","Dog","Lion","Aztec-Stumpy",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"315","Bali3","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"316","Bali3","Envy1","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.31545825616189,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,1,"Hot Dry","Hot Dry","9"
"317","Bali3","Stumpy","Bali","Stumpy","Dog 6","Lion 14","Dog","Lion","Bali-Stumpy",0.283216452018014,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,1,"Hot Dry","Hot Dry","9"
"318","Bali3","SaF08_2","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.405363712829741,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,1,"Hot Dry","Hot Dry","9"
"319","Envy1","Xerxes1","Envy","Xerxes","Lion 5","Dog 28","Lion","Dog","Envy-Xerxes",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"320","Envy1","Pula1","Envy","Pula","Lion 5","Dog 22","Lion","Dog","Envy-Pula",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"321","Envy1","Tangiers","Envy","Tangiers","Lion 5","Dog 26","Lion","Dog","Envy-Tangiers",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"322","Pula1","SaF03_3","Pula","SaF03","Dog 22","Lion 10","Dog","Lion","Pula-SaF03",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"323","Pula1","Stumpy","Pula","Stumpy","Dog 22","Lion 14","Dog","Lion","Pula-Stumpy",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"324","Pula1","SaF08_2","Pula","SaF08","Dog 22","Lion 13","Dog","Lion","Pula-SaF08",0,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"325","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.16818954653902,2014,8,"2014-08","Dry","2014 Dry 2",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,1,"Hot Dry","Cold Dry","8"
"326","SaF03_3","Tangiers","SaF03","Tangiers","Lion 10","Dog 26","Lion","Dog","SaF03-Tangiers",0,2014,8,"2014-08","Dry","2014 Dry 2",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,0,"Hot Dry","Cold Dry","8"
"327","SaF08_2","Tangiers","SaF08","Tangiers","Lion 13","Dog 26","Lion","Dog","SaF08-Tangiers",0,2014,8,"2014-08","Dry","2014 Dry 2",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,0,"Hot Dry","Cold Dry","8"
"328","SaF08_2","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0.0169564583569292,2014,8,"2014-08","Dry","2014 Dry 2",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,1,"Hot Dry","Cold Dry","8"
"329","Stumpy","Xerxes1","Stumpy","Xerxes","Lion 14","Dog 28","Lion","Dog","Stumpy-Xerxes",0.012121341463936,2014,7,"2014-07","Dry","2014 Dry 2",0,0.7,0.55,0.88,0.88,0,0,246.25,1058.9,708.45,"Dog-Lion","Jul","2014",0,1,"Cold Dry","Cold Dry","7"
"330","Stumpy","Tangiers","Stumpy","Tangiers","Lion 14","Dog 26","Lion","Dog","Stumpy-Tangiers",0,2014,7,"2014-07","Dry","2014 Dry 2",0,0.7,0.55,0.88,0.88,0,0,246.25,1058.9,708.45,"Dog-Lion","Jul","2014",0,0,"Cold Dry","Cold Dry","7"
"331","Adiga2","SaF08_2","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"332","Adiga2","Stumpy","Adiga","Stumpy","Dog 2","Lion 14","Dog","Lion","Adiga-Stumpy",0.00544146262908376,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,1,"Hot Dry","Hot Dry","10"
"333","Adiga2","SaF03_3","Adiga","SaF03","Dog 2","Lion 10","Dog","Lion","Adiga-SaF03",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"334","Adiga2","Envy1","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.0297078657707799,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,1,"Hot Dry","Hot Dry","10"
"335","Bali3","SaF08_2","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.230681791758808,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,1,"Hot Dry","Hot Dry","10"
"336","Bali3","Envy1","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.122534390293298,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,1,"Hot Dry","Hot Dry","10"
"337","Bali3","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"338","Bali3","Stumpy","Bali","Stumpy","Dog 6","Lion 14","Dog","Lion","Bali-Stumpy",0.397543291462765,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,1,"Hot Dry","Hot Dry","10"
"339","Envy1","Pula1","Envy","Pula","Lion 5","Dog 22","Lion","Dog","Envy-Pula",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"340","Envy1","Tangiers","Envy","Tangiers","Lion 5","Dog 26","Lion","Dog","Envy-Tangiers",0.00753947359538373,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,1,"Hot Dry","Hot Dry","10"
"341","Envy1","Xerxes1","Envy","Xerxes","Lion 5","Dog 28","Lion","Dog","Envy-Xerxes",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"342","Pula1","Stumpy","Pula","Stumpy","Dog 22","Lion 14","Dog","Lion","Pula-Stumpy",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"343","Pula1","SaF03_3","Pula","SaF03","Dog 22","Lion 10","Dog","Lion","Pula-SaF03",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"344","Pula1","SaF08_2","Pula","SaF08","Dog 22","Lion 13","Dog","Lion","Pula-SaF08",0,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"345","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0744028168190283,2014,9,"2014-09","Dry","2014 Dry 3",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,1,"Hot Dry","Hot Dry","9"
"346","SaF03_3","Tangiers","SaF03","Tangiers","Lion 10","Dog 26","Lion","Dog","SaF03-Tangiers",0,2014,9,"2014-09","Dry","2014 Dry 3",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"347","SaF08_2","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2014,9,"2014-09","Dry","2014 Dry 3",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"348","SaF08_2","Tangiers","SaF08","Tangiers","Lion 13","Dog 26","Lion","Dog","SaF08-Tangiers",0,2014,9,"2014-09","Dry","2014 Dry 3",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,0,"Hot Dry","Hot Dry","9"
"349","Stumpy","Tangiers","Stumpy","Tangiers","Lion 14","Dog 26","Lion","Dog","Stumpy-Tangiers",0,2014,8,"2014-08","Dry","2014 Dry 3",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,0,"Hot Dry","Cold Dry","8"
"350","Stumpy","Xerxes1","Stumpy","Xerxes","Lion 14","Dog 28","Lion","Dog","Stumpy-Xerxes",0.00603829827245675,2014,8,"2014-08","Dry","2014 Dry 3",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,1,"Hot Dry","Cold Dry","8"
"351","Adiga2","SaF08_2","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0,2014,11,"2014-11","Dry","2014 Dry 4",-0.54,-0.8,-0.81,0.62,0.76,23.9,23.9,23.9000000000001,1051.05,649.35,"Dog-Lion","Nov","2014",38.3230769230769,0,"Hot Dry","Hot Dry","11"
"352","Adiga2","SaF03_3","Adiga","SaF03","Dog 2","Lion 10","Dog","Lion","Adiga-SaF03",0,2014,11,"2014-11","Dry","2014 Dry 4",-0.54,-0.8,-0.81,0.62,0.76,23.9,23.9,23.9000000000001,1051.05,649.35,"Dog-Lion","Nov","2014",38.3230769230769,0,"Hot Dry","Hot Dry","11"
"353","Pula1","SaF08_2","Pula","SaF08","Dog 22","Lion 13","Dog","Lion","Pula-SaF08",0,2014,11,"2014-11","Dry","2014 Dry 4",-0.54,-0.8,-0.81,0.62,0.76,23.9,23.9,23.9000000000001,1051.05,649.35,"Dog-Lion","Nov","2014",38.3230769230769,0,"Hot Dry","Hot Dry","11"
"354","Pula1","SaF03_3","Pula","SaF03","Dog 22","Lion 10","Dog","Lion","Pula-SaF03",0,2014,11,"2014-11","Dry","2014 Dry 4",-0.54,-0.8,-0.81,0.62,0.76,23.9,23.9,23.9000000000001,1051.05,649.35,"Dog-Lion","Nov","2014",38.3230769230769,0,"Hot Dry","Hot Dry","11"
"355","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0328269746218103,2014,10,"2014-10","Dry","2014 Dry 4",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,1,"Hot Dry","Hot Dry","10"
"356","SaF03_3","Tangiers","SaF03","Tangiers","Lion 10","Dog 26","Lion","Dog","SaF03-Tangiers",0,2014,10,"2014-10","Dry","2014 Dry 4",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"357","SaF08_2","Tangiers","SaF08","Tangiers","Lion 13","Dog 26","Lion","Dog","SaF08-Tangiers",0,2014,10,"2014-10","Dry","2014 Dry 4",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"358","SaF08_2","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2014,10,"2014-10","Dry","2014 Dry 4",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,0,"Hot Dry","Hot Dry","10"
"359","Adiga2","Chloe2","Adiga","Chloe","Dog 2","Lion 3","Dog","Lion","Adiga-Chloe",0.00579315942702033,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"360","Adiga2","Envy2","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.0400691902882084,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"361","Adiga2","SaF08_3","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"362","Adiga2","SaF03_3","Adiga","SaF03","Dog 2","Lion 10","Dog","Lion","Adiga-SaF03",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"363","Bali1","Envy2","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.0891968451129793,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,1,"Wet","Cold Wet","3"
"364","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.144027792423468,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,1,"Wet","Cold Wet","3"
"365","Bali1","Chloe2","Bali","Chloe","Dog 6","Lion 3","Dog","Lion","Bali-Chloe",0.231646074771573,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,1,"Wet","Cold Wet","3"
"366","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.463855504636829,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,1,"Wet","Cold Wet","3"
"367","Chloe2","Lupe","Chloe","Lupe","Lion 3","Dog 19","Lion","Dog","Chloe-Lupe",0.017486098369269,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"368","Chloe2","Pula1","Chloe","Pula","Lion 3","Dog 22","Lion","Dog","Chloe-Pula",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"369","Chloe2","Tangiers","Chloe","Tangiers","Lion 3","Dog 26","Lion","Dog","Chloe-Tangiers",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"370","Chloe2","Xerxes1","Chloe","Xerxes","Lion 3","Dog 28","Lion","Dog","Chloe-Xerxes",0.192396431214286,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"371","Envy2","Pula1","Envy","Pula","Lion 5","Dog 22","Lion","Dog","Envy-Pula",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"372","Envy2","Xerxes1","Envy","Xerxes","Lion 5","Dog 28","Lion","Dog","Envy-Xerxes",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"373","Envy2","Lupe","Envy","Lupe","Lion 5","Dog 19","Lion","Dog","Envy-Lupe",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"374","Envy2","Tangiers","Envy","Tangiers","Lion 5","Dog 26","Lion","Dog","Envy-Tangiers",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"375","Lupe","SaF08_3","Lupe","SaF08","Dog 19","Lion 13","Dog","Lion","Lupe-SaF08",0.0606175375008148,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"376","Lupe","SaF03_3","Lupe","SaF03","Dog 19","Lion 10","Dog","Lion","Lupe-SaF03",0.311630286771861,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"377","Pula1","SaF08_3","Pula","SaF08","Dog 22","Lion 13","Dog","Lion","Pula-SaF08",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"378","Pula1","SaF03_3","Pula","SaF03","Dog 22","Lion 10","Dog","Lion","Pula-SaF03",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"379","SaF03_3","Tangiers","SaF03","Tangiers","Lion 10","Dog 26","Lion","Dog","SaF03-Tangiers",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"380","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.304985140631699,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"381","SaF08_3","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0.18478726348845,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,1,"Wet","Hot Wet","12"
"382","SaF08_3","Tangiers","SaF08","Tangiers","Lion 13","Dog 26","Lion","Dog","SaF08-Tangiers",0,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,0,"Wet","Hot Wet","12"
"383","Adiga2","Chloe2","Adiga","Chloe","Dog 2","Lion 3","Dog","Lion","Adiga-Chloe",0.0404293776973788,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,1,"Wet","Hot Wet","1"
"384","Adiga2","Envy2","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.163166162843937,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,1,"Wet","Hot Wet","1"
"385","Adiga2","SaF08_3","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0.0680643715670343,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,1,"Wet","Hot Wet","1"
"386","Adiga2","SaF03_3","Adiga","SaF03","Dog 2","Lion 10","Dog","Lion","Adiga-SaF03",0,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,0,"Wet","Hot Wet","1"
"387","Bali1","Envy2","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.245655229270461,2015,3,"2015-03","Wet","2015 Wet 2",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,1,"Wet","Cold Wet","3"
